ts,kind,level_2,variable,value
0,y,48,y__symmetry_looking__r_0.2,1.0
0,y,49,y__symmetry_looking__r_0.25,1.0
0,y,50,y__symmetry_looking__r_0.30000000000000004,1.0
0,y,51,y__symmetry_looking__r_0.35000000000000003,1.0
0,y,52,y__symmetry_looking__r_0.4,1.0
0,y,53,y__symmetry_looking__r_0.45,1.0
0,y,54,y__symmetry_looking__r_0.5,1.0
0,y,55,y__symmetry_looking__r_0.55,1.0
0,y,56,y__symmetry_looking__r_0.6000000000000001,1.0
0,y,57,y__symmetry_looking__r_0.65,1.0
0,y,58,y__symmetry_looking__r_0.7000000000000001,1.0
0,y,59,y__symmetry_looking__r_0.75,1.0
0,y,60,y__symmetry_looking__r_0.8,1.0
0,y,61,y__symmetry_looking__r_0.8500000000000001,1.0
0,y,62,y__symmetry_looking__r_0.9,1.0
0,y,63,y__symmetry_looking__r_0.9500000000000001,1.0
0,y,64,y__large_standard_deviation__r_0.05,1.0
0,y,65,y__large_standard_deviation__r_0.1,1.0
0,y,66,y__large_standard_deviation__r_0.15000000000000002,0.0
0,y,67,y__large_standard_deviation__r_0.2,0.0
0,y,68,y__large_standard_deviation__r_0.25,0.0
0,y,69,y__large_standard_deviation__r_0.30000000000000004,0.0
0,y,70,y__large_standard_deviation__r_0.35000000000000003,0.0
0,y,71,y__large_standard_deviation__r_0.4,0.0
0,y,72,y__large_standard_deviation__r_0.45,0.0
0,y,73,y__large_standard_deviation__r_0.5,0.0
0,y,74,y__large_standard_deviation__r_0.55,0.0
0,y,75,y__large_standard_deviation__r_0.6000000000000001,0.0
0,y,76,y__large_standard_deviation__r_0.65,0.0
0,y,77,y__large_standard_deviation__r_0.7000000000000001,0.0
0,y,78,y__large_standard_deviation__r_0.75,0.0
0,y,79,y__large_standard_deviation__r_0.8,0.0
0,y,80,y__large_standard_deviation__r_0.8500000000000001,0.0
0,y,81,y__large_standard_deviation__r_0.9,0.0
0,y,82,y__large_standard_deviation__r_0.9500000000000001,0.0
0,y,83,y__quantile__q_0.1,26.0769233704
0,y,84,y__quantile__q_0.2,29.7692298889
0,y,85,y__quantile__q_0.3,33.0
0,y,86,y__quantile__q_0.4,35.7142868042
0,y,87,y__quantile__q_0.6,42.5
0,y,88,y__quantile__q_0.7,46.5
0,y,89,y__quantile__q_0.8,50.8461532593
0,y,90,y__quantile__q_0.9,55.5384597778
0,y,91,y__autocorrelation__lag_0,1.0
0,y,92,y__autocorrelation__lag_1,0.9890851185126888
0,y,93,y__autocorrelation__lag_2,0.9787868569318621
0,y,94,y__autocorrelation__lag_3,0.9730155971676742
0,y,95,y__autocorrelation__lag_4,0.9636138173095098
0,y,96,y__autocorrelation__lag_5,0.9589681694111546
0,y,97,y__autocorrelation__lag_6,0.9566261810950436
0,y,98,y__autocorrelation__lag_7,0.9501767716138384
0,y,99,y__autocorrelation__lag_8,0.948625713770892
0,y,100,y__autocorrelation__lag_9,0.9492178005515615
0,y,101,"y__agg_autocorrelation__f_agg_""mean""__maxlag_40",0.9259427561405215
0,y,102,"y__agg_autocorrelation__f_agg_""median""__maxlag_40",0.9200572826308242
0,y,103,"y__agg_autocorrelation__f_agg_""var""__maxlag_40",0.0005877994144470749
0,y,104,y__partial_autocorrelation__lag_0,1.0
0,y,105,y__partial_autocorrelation__lag_1,0.9890851185126889
0,y,106,y__partial_autocorrelation__lag_2,0.02291436530007331
0,y,107,y__partial_autocorrelation__lag_3,0.20421475272098855
0,y,108,y__partial_autocorrelation__lag_4,-0.16441053176050904
0,y,109,y__partial_autocorrelation__lag_5,0.27069328546027654
0,y,110,y__partial_autocorrelation__lag_6,0.029444670339929757
0,y,111,y__partial_autocorrelation__lag_7,-0.06531651093094722
0,y,112,y__partial_autocorrelation__lag_8,0.21682515738616603
0,y,113,y__partial_autocorrelation__lag_9,0.06981498526859954
0,y,114,y__number_cwt_peaks__n_1,1325.0
0,y,115,y__number_cwt_peaks__n_5,1481.0
0,y,116,y__number_peaks__n_1,4592.0
0,y,117,y__number_peaks__n_3,1906.0
0,y,118,y__number_peaks__n_5,1317.0
0,y,119,y__number_peaks__n_10,627.0
0,y,120,y__number_peaks__n_50,171.0
0,y,121,y__binned_entropy__max_bins_10,1.792523919840621
0,y,122,y__index_mass_quantile__q_0.1,0.09015629284343296
0,y,123,y__index_mass_quantile__q_0.2,0.17729640800658075
0,y,124,y__index_mass_quantile__q_0.3,0.2672333424732657
0,y,125,y__index_mass_quantile__q_0.4,0.3621058404167809
0,y,126,y__index_mass_quantile__q_0.6,0.5934740882917466
0,y,127,y__index_mass_quantile__q_0.7,0.6809432410200165
0,y,128,y__index_mass_quantile__q_0.8,0.781190019193858
0,y,129,y__index_mass_quantile__q_0.9,0.8880175486701398
0,y,130,"y__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20)",-0.15985981312225192
0,y,131,"y__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20)",1.9907362433367377
0,y,132,"y__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)",5.617391250510076
0,y,133,"y__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)",1.8136700185781678
0,y,134,"y__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)",15.711454820249823
0,y,135,"y__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20)",13.631404279452415
0,y,136,"y__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20)",12.644366458759846
0,y,137,"y__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)",6.242776680028599
0,y,138,"y__cwt_coefficients__coeff_2__w_2__widths_(2, 5, 10, 20)",21.602518329461876
0,y,139,"y__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)",23.955032898219358
0,y,140,"y__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20)",20.53503583119345
0,y,141,"y__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)",10.562516487589289
0,y,142,"y__cwt_coefficients__coeff_3__w_2__widths_(2, 5, 10, 20)",16.970127398237924
0,y,143,"y__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)",31.319203160337004
0,y,144,"y__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20)",26.904877224098612
0,y,145,"y__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)",16.47959440854883
0,y,146,"y__cwt_coefficients__coeff_4__w_2__widths_(2, 5, 10, 20)",9.115073502006325
0,y,147,"y__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)",36.10988929037572
0,y,148,"y__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)",33.24249585407926
0,y,149,"y__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",20.761242501841593
0,y,150,"y__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20)",4.146848364922503
0,y,151,"y__cwt_coefficients__coeff_5__w_5__widths_(2, 5, 10, 20)",37.637768419847
0,y,152,"y__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)",37.812974746152534
0,y,153,"y__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",24.668330508625917
0,y,154,"y__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)",2.843858915441494
0,y,155,"y__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20)",36.03934814619721
0,y,156,"y__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)",41.44735341050613
0,y,157,"y__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",28.236533480971286
0,y,158,"y__cwt_coefficients__coeff_7__w_2__widths_(2, 5, 10, 20)",3.0725958165309484
0,y,159,"y__cwt_coefficients__coeff_7__w_5__widths_(2, 5, 10, 20)",31.886316940096524
0,y,160,"y__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)",44.46593878095986
0,y,161,"y__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",31.786726891048392
0,y,162,"y__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20)",2.989126231859331
0,y,163,"y__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)",26.542141686358946
0,y,164,"y__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)",45.87620078045229
0,y,165,"y__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)",36.44130280117499
0,y,166,"y__cwt_coefficients__coeff_9__w_2__widths_(2, 5, 10, 20)",1.852092801275776
0,y,167,"y__cwt_coefficients__coeff_9__w_5__widths_(2, 5, 10, 20)",20.256660468670628
0,y,168,"y__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)",46.52399463071009
0,y,169,"y__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)",39.46751275115289
0,y,170,"y__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)",-0.3055929969854074
0,y,171,"y__cwt_coefficients__coeff_10__w_5__widths_(2, 5, 10, 20)",13.959568283198633
0,y,172,"y__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)",45.725973198863066
0,y,173,"y__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",42.205712602158165
0,y,174,"y__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)",-2.6614112330294613
0,y,175,"y__cwt_coefficients__coeff_11__w_5__widths_(2, 5, 10, 20)",8.364670904277716
0,y,176,"y__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",44.32970406979976
0,y,177,"y__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",44.3472157815052
0,y,178,"y__cwt_coefficients__coeff_12__w_2__widths_(2, 5, 10, 20)",-3.920646938259127
0,y,179,"y__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20)",4.083138943670133
0,y,180,"y__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)",41.854953498900386
0,y,181,"y__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)",46.43659243732273
0,y,182,"y__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20)",-3.4146799031646324
0,y,183,"y__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)",0.8438132398021577
0,y,184,"y__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)",38.855252399538756
0,y,185,"y__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",49.17254902134102
0,y,186,"y__cwt_coefficients__coeff_14__w_2__widths_(2, 5, 10, 20)",-1.6342343773034516
0,y,187,"y__cwt_coefficients__coeff_14__w_5__widths_(2, 5, 10, 20)",-1.1987710955514395
0,y,188,"y__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20)",35.2872197347641
0,y,189,"y__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",50.45915682711362
0,y,190,y__spkt_welch_density__coeff_2,277.3595006209079
0,y,191,y__spkt_welch_density__coeff_5,256.27928924396576
0,y,192,y__spkt_welch_density__coeff_8,105.7423055229063
0,y,193,y__ar_coefficient__coeff_0__k_10,0.23627493400581012
0,y,194,y__ar_coefficient__coeff_1__k_10,1.0412093892088408
0,y,195,y__ar_coefficient__coeff_2__k_10,-0.2618548217116516
0,y,196,y__ar_coefficient__coeff_3__k_10,0.2937034333956359
0,y,197,y__ar_coefficient__coeff_4__k_10,-0.31038954608963104
0,y,198,y__ar_coefficient__coeff_5__k_10,0.17847695436175873
0,y,199,y__ar_coefficient__coeff_6__k_10,0.10059235976919194
0,y,200,y__ar_coefficient__coeff_7__k_10,-0.23801446967269863
0,y,201,y__ar_coefficient__coeff_8__k_10,0.11690321544743587
0,y,202,y__ar_coefficient__coeff_9__k_10,0.1732077205305937
0,y,203,y__ar_coefficient__coeff_10__k_10,-0.09974236961111178
0,y,204,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.0",-0.0070771407444444505
0,y,205,"y__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.0",0.9682172139847047
0,y,206,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.0",0.7550439026046861
0,y,207,"y__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0",0.3981760050453067
0,y,208,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.0",-0.004602198579232674
0,y,209,"y__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0",1.3126008481955889
0,y,210,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0",0.8700493367811799
0,y,211,"y__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0",0.5556361799939803
0,y,212,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.0",-0.007575307777843361
0,y,213,"y__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0",1.772810381167476
0,y,214,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0",0.9812441422563332
0,y,215,"y__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0",0.8100276997430382
0,y,216,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0",-0.005405541808538209
0,y,217,"y__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0",2.1763858604935904
0,y,218,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0",1.0605461019252713
0,y,219,"y__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0",1.0516570460669457
0,y,220,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",-0.00014976253762750865
0,y,221,"y__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0",2.8174968801567224
0,y,222,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",1.2012514279863167
0,y,223,"y__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0",1.3744919093463748
0,y,224,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.2",-0.01852873671397995
0,y,225,"y__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2",1.2842211651160267
0,y,226,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2",0.8694129133708361
0,y,227,"y__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2",0.5286856652642776
0,y,228,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.2",-0.017107197412710367
0,y,229,"y__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2",1.8844400278791613
0,y,230,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2",1.032495413623664
0,y,231,"y__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2",0.8186859049285783
0,y,232,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2",-0.010566720372742172
0,y,233,"y__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2",2.362642032177948
0,y,234,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2",1.1212990684664674
0,y,235,"y__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2",1.105442086813616
0,y,236,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2",-0.0024550358343427307
0,y,237,"y__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2",3.1269218216479087
0,y,238,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2",1.2835389112513953
0,y,239,"y__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2",1.4794557121524388
0,y,240,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.4",-0.03928369624891194
0,y,241,"y__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4",1.6030862374141266
0,y,242,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4",0.9785484975509541
0,y,243,"y__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4",0.6470722841458736
0,y,244,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.4",-0.022464911312133188
0,y,245,"y__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4",2.215740865168188
0,y,246,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4",1.127871639759997
0,y,247,"y__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4",0.9441511016335458
0,y,248,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.4",-0.006959139112445409
0,y,249,"y__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4",3.3109262541453286
0,y,250,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4",1.3461376130071103
0,y,251,"y__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4",1.498888210610034
0,y,252,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6",-0.04813367674037835
0,y,253,"y__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6",2.1482774858082387
0,y,254,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6",1.1149550875674494
0,y,255,"y__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6",0.9074694893522474
0,y,256,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6",-0.010413456157852772
0,y,257,"y__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6",3.8294918241159355
0,y,258,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6",1.449616138288082
0,y,259,"y__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6",1.7282133157998356
0,y,260,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.8",-0.026386675676876876
0,y,261,"y__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8",4.364662436125939
0,y,262,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8",1.5465872641433034
0,y,263,"y__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8",1.9734265271689477
0,y,264,"y__fft_coefficient__attr_""real""__coeff_0",730016.8991518037
0,y,265,"y__fft_coefficient__attr_""real""__coeff_1",19215.74185201193
0,y,266,"y__fft_coefficient__attr_""real""__coeff_2",-26587.328938096136
0,y,267,"y__fft_coefficient__attr_""real""__coeff_3",9951.71003773869
0,y,268,"y__fft_coefficient__attr_""real""__coeff_4",-21795.632289367055
0,y,269,"y__fft_coefficient__attr_""real""__coeff_5",-2967.1441958792607
0,y,270,"y__fft_coefficient__attr_""real""__coeff_6",-19280.774787272712
0,y,271,"y__fft_coefficient__attr_""real""__coeff_7",6420.555205935658
0,y,272,"y__fft_coefficient__attr_""real""__coeff_8",-3114.020426696036
0,y,273,"y__fft_coefficient__attr_""real""__coeff_9",12448.753967532952
0,y,274,"y__fft_coefficient__attr_""real""__coeff_10",6386.047101750728
0,y,275,"y__fft_coefficient__attr_""real""__coeff_11",24499.021326799822
0,y,276,"y__fft_coefficient__attr_""real""__coeff_12",39319.83739798978
0,y,277,"y__fft_coefficient__attr_""real""__coeff_13",-81634.18408731103
0,y,278,"y__fft_coefficient__attr_""real""__coeff_14",-22374.91548000624
0,y,279,"y__fft_coefficient__attr_""real""__coeff_15",-10128.88467495294
0,y,280,"y__fft_coefficient__attr_""real""__coeff_16",-11340.048505328188
0,y,281,"y__fft_coefficient__attr_""real""__coeff_17",-7269.8600839913515
0,y,282,"y__fft_coefficient__attr_""real""__coeff_18",-4381.529164079448
0,y,283,"y__fft_coefficient__attr_""real""__coeff_19",-640.2374137728264
0,y,284,"y__fft_coefficient__attr_""real""__coeff_20",-209.226607573512
0,y,285,"y__fft_coefficient__attr_""real""__coeff_21",-4162.0846489361775
0,y,286,"y__fft_coefficient__attr_""real""__coeff_22",-1392.0397436273047
0,y,287,"y__fft_coefficient__attr_""real""__coeff_23",1351.536872832147
0,y,288,"y__fft_coefficient__attr_""real""__coeff_24",5636.077426788568
0,y,289,"y__fft_coefficient__attr_""real""__coeff_25",6907.842183910798
0,y,290,"y__fft_coefficient__attr_""real""__coeff_26",-7211.6672685076355
0,y,291,"y__fft_coefficient__attr_""real""__coeff_27",1281.0967792294405
0,y,292,"y__fft_coefficient__attr_""real""__coeff_28",-1081.9750117669764
0,y,293,"y__fft_coefficient__attr_""real""__coeff_29",-2588.150518404159
0,y,294,"y__fft_coefficient__attr_""real""__coeff_30",-2412.701775104025
0,y,295,"y__fft_coefficient__attr_""real""__coeff_31",1731.0808876246836
0,y,296,"y__fft_coefficient__attr_""real""__coeff_32",2076.2318668782736
0,y,297,"y__fft_coefficient__attr_""real""__coeff_33",-2413.4743193538156
0,y,298,"y__fft_coefficient__attr_""real""__coeff_34",-2021.4959388813747
0,y,299,"y__fft_coefficient__attr_""real""__coeff_35",3433.035321379465
0,y,300,"y__fft_coefficient__attr_""real""__coeff_36",2853.3670732538612
0,y,301,"y__fft_coefficient__attr_""real""__coeff_37",-1559.014153637084
0,y,302,"y__fft_coefficient__attr_""real""__coeff_38",-11087.298098242107
0,y,303,"y__fft_coefficient__attr_""real""__coeff_39",3331.3264541408353
0,y,304,"y__fft_coefficient__attr_""real""__coeff_40",-815.8131488479861
0,y,305,"y__fft_coefficient__attr_""real""__coeff_41",-1303.9005385906646
0,y,306,"y__fft_coefficient__attr_""real""__coeff_42",-6041.4323408381
0,y,307,"y__fft_coefficient__attr_""real""__coeff_43",1168.373658633615
0,y,308,"y__fft_coefficient__attr_""real""__coeff_44",150.97425168564712
0,y,309,"y__fft_coefficient__attr_""real""__coeff_45",379.5271126750467
0,y,310,"y__fft_coefficient__attr_""real""__coeff_46",-989.7984102530307
0,y,311,"y__fft_coefficient__attr_""real""__coeff_47",6309.553182913693
0,y,312,"y__fft_coefficient__attr_""real""__coeff_48",896.5330093484861
0,y,313,"y__fft_coefficient__attr_""real""__coeff_49",3914.7525824880177
0,y,314,"y__fft_coefficient__attr_""real""__coeff_50",5659.612223766891
0,y,315,"y__fft_coefficient__attr_""real""__coeff_51",-10338.25452688054
0,y,316,"y__fft_coefficient__attr_""real""__coeff_52",-1246.1118099562464
0,y,317,"y__fft_coefficient__attr_""real""__coeff_53",-5405.23350370239
0,y,318,"y__fft_coefficient__attr_""real""__coeff_54",-2357.681674351558
0,y,319,"y__fft_coefficient__attr_""real""__coeff_55",972.2224956729683
0,y,320,"y__fft_coefficient__attr_""real""__coeff_56",858.8394602198539
0,y,321,"y__fft_coefficient__attr_""real""__coeff_57",-3970.566421610205
0,y,322,"y__fft_coefficient__attr_""real""__coeff_58",-1545.123859504538
0,y,323,"y__fft_coefficient__attr_""real""__coeff_59",1394.3026851395819
0,y,324,"y__fft_coefficient__attr_""real""__coeff_60",-490.7119702021334
0,y,325,"y__fft_coefficient__attr_""real""__coeff_61",-3321.8019466256674
0,y,326,"y__fft_coefficient__attr_""real""__coeff_62",-1162.495878657773
0,y,327,"y__fft_coefficient__attr_""real""__coeff_63",791.8574146358364
0,y,328,"y__fft_coefficient__attr_""real""__coeff_64",1169.602726922611
0,y,329,"y__fft_coefficient__attr_""real""__coeff_65",-2778.147908936542
0,y,330,"y__fft_coefficient__attr_""real""__coeff_66",-807.8133231250171
0,y,331,"y__fft_coefficient__attr_""real""__coeff_67",2864.6223049067567
0,y,332,"y__fft_coefficient__attr_""real""__coeff_68",-555.8475124619811
0,y,333,"y__fft_coefficient__attr_""real""__coeff_69",-1370.9741842240771
0,y,334,"y__fft_coefficient__attr_""real""__coeff_70",-1445.9923730370645
0,y,335,"y__fft_coefficient__attr_""real""__coeff_71",1419.453068348157
0,y,336,"y__fft_coefficient__attr_""real""__coeff_72",-1031.2505124485951
0,y,337,"y__fft_coefficient__attr_""real""__coeff_73",-2536.4201739167893
0,y,338,"y__fft_coefficient__attr_""real""__coeff_74",-1470.40924484711
0,y,339,"y__fft_coefficient__attr_""real""__coeff_75",1773.8133406680972
0,y,340,"y__fft_coefficient__attr_""real""__coeff_76",1396.1404706579965
0,y,341,"y__fft_coefficient__attr_""real""__coeff_77",-2767.8644960777447
0,y,342,"y__fft_coefficient__attr_""real""__coeff_78",-435.4766341007863
0,y,343,"y__fft_coefficient__attr_""real""__coeff_79",1055.1184526583038
0,y,344,"y__fft_coefficient__attr_""real""__coeff_80",936.384057589418
0,y,345,"y__fft_coefficient__attr_""real""__coeff_81",-2234.700780194178
0,y,346,"y__fft_coefficient__attr_""real""__coeff_82",167.1736971762981
0,y,347,"y__fft_coefficient__attr_""real""__coeff_83",1839.9057500702722
0,y,348,"y__fft_coefficient__attr_""real""__coeff_84",-108.44421325627593
0,y,349,"y__fft_coefficient__attr_""real""__coeff_85",-2789.702278069396
0,y,350,"y__fft_coefficient__attr_""real""__coeff_86",-980.9976570288666
0,y,351,"y__fft_coefficient__attr_""real""__coeff_87",506.2695222375184
0,y,352,"y__fft_coefficient__attr_""real""__coeff_88",-1671.0624435803002
