ts,kind,level_2,variable,value
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,54,y__symmetry_looking__r_0.5,1.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,55,y__symmetry_looking__r_0.55,1.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,56,y__symmetry_looking__r_0.6000000000000001,1.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,57,y__symmetry_looking__r_0.65,1.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,58,y__symmetry_looking__r_0.7000000000000001,1.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,59,y__symmetry_looking__r_0.75,1.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,60,y__symmetry_looking__r_0.8,1.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,61,y__symmetry_looking__r_0.8500000000000001,1.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,62,y__symmetry_looking__r_0.9,1.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,63,y__symmetry_looking__r_0.9500000000000001,1.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,64,y__large_standard_deviation__r_0.05,0.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,65,y__large_standard_deviation__r_0.1,0.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,66,y__large_standard_deviation__r_0.15000000000000002,0.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,67,y__large_standard_deviation__r_0.2,0.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,68,y__large_standard_deviation__r_0.25,0.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,69,y__large_standard_deviation__r_0.30000000000000004,0.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,70,y__large_standard_deviation__r_0.35000000000000003,0.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,71,y__large_standard_deviation__r_0.4,0.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,72,y__large_standard_deviation__r_0.45,0.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,73,y__large_standard_deviation__r_0.5,0.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,74,y__large_standard_deviation__r_0.55,0.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,75,y__large_standard_deviation__r_0.6000000000000001,0.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,76,y__large_standard_deviation__r_0.65,0.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,77,y__large_standard_deviation__r_0.7000000000000001,0.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,78,y__large_standard_deviation__r_0.75,0.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,79,y__large_standard_deviation__r_0.8,0.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,80,y__large_standard_deviation__r_0.8500000000000001,0.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,81,y__large_standard_deviation__r_0.9,0.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,82,y__large_standard_deviation__r_0.9500000000000001,0.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,83,y__quantile__q_0.1,29.59
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,84,y__quantile__q_0.2,31.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,85,y__quantile__q_0.3,32.15799999999995
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,86,y__quantile__q_0.4,33.22
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,87,y__quantile__q_0.6,35.17
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,88,y__quantile__q_0.7,36.25
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,89,y__quantile__q_0.8,37.620000000000005
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,90,y__quantile__q_0.9,39.77
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,91,y__autocorrelation__lag_0,1.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,92,y__autocorrelation__lag_1,0.9111693309991956
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,93,y__autocorrelation__lag_2,0.8936236445022989
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,94,y__autocorrelation__lag_3,0.8686157160746132
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,95,y__autocorrelation__lag_4,0.8888645971444573
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,96,y__autocorrelation__lag_5,0.8909113146406398
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,97,y__autocorrelation__lag_6,0.8903556428748522
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,98,y__autocorrelation__lag_7,0.8626886917568598
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,99,y__autocorrelation__lag_8,0.8542193035648951
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,100,y__autocorrelation__lag_9,0.8523113315209951
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,101,"y__agg_autocorrelation__f_agg_""mean""__maxlag_40",0.8344421025546355
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,102,"y__agg_autocorrelation__f_agg_""median""__maxlag_40",0.8264512427817496
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,103,"y__agg_autocorrelation__f_agg_""var""__maxlag_40",0.0009196011697941541
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,104,y__partial_autocorrelation__lag_0,1.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,105,y__partial_autocorrelation__lag_1,0.9111693309991954
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,106,y__partial_autocorrelation__lag_2,0.373410653366
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,107,y__partial_autocorrelation__lag_3,0.12443482213189529
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,108,y__partial_autocorrelation__lag_4,0.3456952479793089
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,109,y__partial_autocorrelation__lag_5,0.2128438632647207
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,110,y__partial_autocorrelation__lag_6,0.12453680948857188
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,111,y__partial_autocorrelation__lag_7,-0.05656806678867246
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,112,y__partial_autocorrelation__lag_8,0.0006973797658862746
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,113,y__partial_autocorrelation__lag_9,0.045131369597408065
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,114,y__number_cwt_peaks__n_1,12145.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,115,y__number_cwt_peaks__n_5,12674.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,116,y__number_peaks__n_1,50083.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,117,y__number_peaks__n_3,21245.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,118,y__number_peaks__n_5,12667.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,119,y__number_peaks__n_10,6670.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,120,y__number_peaks__n_50,1203.0
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,121,y__binned_entropy__max_bins_10,0.6800963639697878
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,122,y__index_mass_quantile__q_0.1,0.10740535154186201
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,123,y__index_mass_quantile__q_0.2,0.21291806830873353
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,124,y__index_mass_quantile__q_0.3,0.3177486340259619
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,125,y__index_mass_quantile__q_0.4,0.422465507901583
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,126,y__index_mass_quantile__q_0.6,0.6269837554421609
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,127,y__index_mass_quantile__q_0.7,0.7231469901756873
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,128,y__index_mass_quantile__q_0.8,0.8198987473834157
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,129,y__index_mass_quantile__q_0.9,0.9091936573327895
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,130,"y__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20)",0.8679547852147226
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,131,"y__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20)",-1.6210646559426094
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,132,"y__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)",-2.443586522583485
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,133,"y__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)",-0.21467998629109292
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,134,"y__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)",19.43835525510148
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,135,"y__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20)",11.462220360074676
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,136,"y__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20)",6.64346308729288
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,137,"y__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)",6.651237220917977
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,138,"y__cwt_coefficients__coeff_2__w_2__widths_(2, 5, 10, 20)",25.28978801778498
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,139,"y__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)",23.098960598754406
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,140,"y__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20)",17.136349675673316
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,141,"y__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)",13.244431962308022
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,142,"y__cwt_coefficients__coeff_3__w_2__widths_(2, 5, 10, 20)",18.970104430666517
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,143,"y__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)",31.331068880940823
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,144,"y__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20)",25.803356756245318
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,145,"y__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)",21.91144969971884
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,146,"y__cwt_coefficients__coeff_4__w_2__widths_(2, 5, 10, 20)",9.550715347500105
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,147,"y__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)",36.99428171695625
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,148,"y__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)",34.73863788713022
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,149,"y__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",28.342702889136664
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,150,"y__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20)",3.5482713078239825
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,151,"y__cwt_coefficients__coeff_5__w_5__widths_(2, 5, 10, 20)",39.128571818722854
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,152,"y__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)",41.819695815843026
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,153,"y__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",34.40671976995137
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,154,"y__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)",1.4690708025216523
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,155,"y__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20)",38.09576040580317
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,156,"y__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)",47.7410888580567
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,157,"y__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",40.58646790909318
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,158,"y__cwt_coefficients__coeff_7__w_2__widths_(2, 5, 10, 20)",1.2298103594623693
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,159,"y__cwt_coefficients__coeff_7__w_5__widths_(2, 5, 10, 20)",34.65883714304364
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,160,"y__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)",53.22108755794375
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,161,"y__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",46.32618003630127
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,162,"y__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20)",1.11307495706926
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,163,"y__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)",30.35050634591918
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,164,"y__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)",56.914983069778316
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,165,"y__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)",53.389124018892936
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,166,"y__cwt_coefficients__coeff_9__w_2__widths_(2, 5, 10, 20)",0.4417135273586506
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,167,"y__cwt_coefficients__coeff_9__w_5__widths_(2, 5, 10, 20)",25.101170991953403
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,168,"y__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)",59.33368409298307
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,169,"y__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)",58.54009159871205
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,170,"y__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)",-0.4987530079081471
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,171,"y__cwt_coefficients__coeff_10__w_5__widths_(2, 5, 10, 20)",19.95405602393752
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,172,"y__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)",60.545289162435665
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,173,"y__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",63.04443245177604
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,174,"y__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)",-0.8443929655257361
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,175,"y__cwt_coefficients__coeff_11__w_5__widths_(2, 5, 10, 20)",15.492556291095834
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,176,"y__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",60.521876473732824
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,177,"y__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",67.55712949756534
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,178,"y__cwt_coefficients__coeff_12__w_2__widths_(2, 5, 10, 20)",-0.057679439828354676
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,179,"y__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20)",12.148876635297684
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,180,"y__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)",59.242462443986675
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,181,"y__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)",71.4235507844047
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,182,"y__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20)",1.2900704474978797
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,183,"y__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)",9.328119632290093
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,184,"y__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)",57.27327683937033
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,185,"y__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",75.81309891263014
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,186,"y__cwt_coefficients__coeff_14__w_2__widths_(2, 5, 10, 20)",1.9486956199322847
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,187,"y__cwt_coefficients__coeff_14__w_5__widths_(2, 5, 10, 20)",7.02161287775047
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,188,"y__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20)",54.011295676294885
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,189,"y__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",78.82489461391738
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,190,y__spkt_welch_density__coeff_2,74.01099018630904
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,191,y__spkt_welch_density__coeff_5,28.713670237525434
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,192,y__spkt_welch_density__coeff_8,20.554232138390326
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,193,y__ar_coefficient__coeff_0__k_10,0.7078611257850257
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,194,y__ar_coefficient__coeff_1__k_10,0.38519141636862475
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,195,y__ar_coefficient__coeff_2__k_10,0.1925384931922405
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,196,y__ar_coefficient__coeff_3__k_10,-0.07628584052297138
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,197,y__ar_coefficient__coeff_4__k_10,0.19332348082376918
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,198,y__ar_coefficient__coeff_5__k_10,0.1507547039215974
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,199,y__ar_coefficient__coeff_6__k_10,0.13433842054684525
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,200,y__ar_coefficient__coeff_7__k_10,-0.05943622433386019
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,201,y__ar_coefficient__coeff_8__k_10,-0.03086724295652106
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,202,y__ar_coefficient__coeff_9__k_10,0.016641504983488983
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,203,y__ar_coefficient__coeff_10__k_10,0.0732678376314827
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,204,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.0",0.004062713310580202
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,205,"y__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.0",0.9674178604726151
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,206,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.0",0.7614027303754266
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,207,"y__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0",0.3877002482889045
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,208,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.0",-0.0006913442698528536
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,209,"y__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0",1.2916506876843539
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,210,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0",0.8841064453750305
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,211,"y__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0",0.5100069588875821
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,212,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.0",-0.0012785494680045346
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,213,"y__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0",1.4816762729712163
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,214,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0",0.9453696948855566
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,215,"y__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0",0.5879540476519487
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,216,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0",-0.0007502839983444432
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,217,"y__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0",1.6894995583691625
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,y,218,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0",1.0131204886826295
