id,"y__agg_autocorrelation__f_agg_""var""__maxlag_40","y__fft_aggregated__aggtype_""skew""","y__fft_coefficient__attr_""angle""__coeff_26","y__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""","y__fft_aggregated__aggtype_""kurtosis""",y__count_above_mean,"y__fft_aggregated__aggtype_""centroid""",y__large_standard_deviation__r_0.15000000000000002,y__partial_autocorrelation__lag_5,y__number_cwt_peaks__n_5,y__number_cwt_peaks__n_1,y__partial_autocorrelation__lag_6,y__partial_autocorrelation__lag_1,y__autocorrelation__lag_1,"y__fft_aggregated__aggtype_""variance""","y__fft_coefficient__attr_""angle""__coeff_8",y__partial_autocorrelation__lag_4,y__ar_coefficient__coeff_1__k_10,y__number_peaks__n_10,y__partial_autocorrelation__lag_8,y__number_peaks__n_5,"y__fft_coefficient__attr_""angle""__coeff_71",y__number_peaks__n_1,y__cid_ce__normalize_True,y__number_peaks__n_3,y__partial_autocorrelation__lag_9,y__autocorrelation__lag_2,y__length,y__range_count__max_1000000000000.0__min_0,y__ar_coefficient__coeff_10__k_10
57051487-3a40-3828-9084-a12f7f23ee38,0.0351220146932999,1.4444229032063682,-95.23826399974006,31.0,7.65983200060339,1186.0,15454.561010717489,0.0,-0.0404437464014454,690.0,603.0,0.1018726043151995,0.886755006292739,0.8867550062927384,229871180.92372623,-65.2736093498282,-0.0627927713707697,1.3168127826762843,445.0,-0.0276987512187962,545.0,75.73908093466916,745.0,172.77081776773073,628.0,0.0276138854799592,0.6870316992230494,131785.0,131785.0,0.0161347304881783
6a757df4-95e5-3357-8406-165e2bd49360,4.579290497060686e-05,0.125561958135344,10.386930891056403,73.0,10.352568572046858,56336.0,28066.41815464368,0.0,0.1853970513855471,7872.0,9545.0,0.157350725279276,0.9017952294009144,0.9017952294009144,462463671.8407996,75.50528452322499,0.2360323380638294,0.0419273483785479,4343.0,0.1290806878285193,8521.0,-83.3560453326461,37314.0,160.89299931275175,13999.0,0.0983389250816635,0.9093352031830828,131795.0,131795.0,0.0978304452394285
6d1114ae-be04-3c46-b5aa-be1a003a57cd,0.0002843861505571,0.8413104691229486,56.49590476504346,75.0,4.3020749488452825,70371.0,20764.280121434706,0.0,0.1303548114254094,12838.0,11751.0,0.0843449282166008,0.9846684959801688,0.9846684959801684,534513792.643536,17.114657100192055,0.1623859005562395,0.5109168167479051,6153.0,0.0583911451551126,12190.0,-79.19224606042475,44725.0,67.71153852980461,19524.0,0.0445439627860852,0.9796250846515424,149527.0,149527.0,0.0508998505922588
6efa3a07-4544-34a0-b921-a155bd1a05e8,0.0010285697934841,0.8858429310182762,143.6502934036477,75.0,4.823862394871168,55761.0,21063.00601651988,0.0,0.0833752258782367,11347.0,11361.0,0.1025035783209856,0.9612208541428432,0.9612208541428436,503776446.4138846,-10.546319430397077,0.1238943889432736,0.6602411707056492,5968.0,0.0810989065632341,11814.0,-162.88837610943068,49118.0,107.69698800822005,19132.0,0.0504858844507232,0.9420678577468834,149527.0,149527.0,0.022299384305856
7103fa0f-cac4-314f-addc-866190247439,0.0001088369025059,0.0149545604121876,68.14607098604036,73.0,26.048600497696544,6465.0,32594.96949859913,0.0,0.0147778523740799,4018.0,2102.0,0.0071137331840794,0.0240428396468289,0.0240428396468289,373455747.4515688,-30.231682834182244,0.0075528146909484,0.0219207397515837,3483.0,0.0073871838630529,4249.0,-91.49061786895008,5305.0,507.191111591382,4679.0,0.0063973925747786,0.0499491453961377,131790.0,131790.0,0.0053553806064617
847e8ecc-f8d2-3a93-9107-f367a0aab37d,0.0008453935607287,0.6424521407738791,62.40937113874682,75.0,5.118339732367762,68776.0,24262.072090429057,0.0,0.1968160049227576,12832.0,12146.0,0.1080816468780044,0.9207654264418218,0.9207654264418224,581887600.706375,83.99773132372108,0.3151327837828411,0.3985065877485518,6722.0,-0.0074229329115215,12539.0,-94.50604873344103,49859.0,153.93313594285317,20952.0,0.0630161817661824,0.9060359828737978,149527.0,149527.0,0.0754134381689311
8723f0fb-eaef-32e6-b372-6034c9c04b80,0.0002715463366951,0.8114973480470593,45.78475092457339,75.0,4.352557184986225,70695.0,21126.76973510193,0.0,0.1345137667150011,12879.0,11888.0,0.0934089036772653,0.9838848876927844,0.983884887692784,539089254.8731918,15.70160235828669,0.1615633388036991,0.4935659357916717,6149.0,0.0580062531493945,12247.0,-78.79963207124446,44703.0,69.41943851098888,19375.0,0.0484282455566009,0.9788662632263486,149527.0,149527.0,0.048920561596763
9c639a46-34c8-39bc-aaf0-9144b37adfc8,0.0053860608040247,1.1765500088201493,104.64399283530268,69.0,4.638420871052731,64856.0,12769.92558371457,0.0,0.0693309961972874,8390.0,8317.0,0.0552978184223684,0.9691188599280164,0.9691188599280168,236200245.3513099,-76.18593545278665,0.0926555984813073,0.8239726127872132,4471.0,-0.0009542022340761,8369.0,71.45438952330613,33191.0,82.64131455055269,13629.0,0.0615014673865788,0.9456749517580094,110694.0,110694.0,0.0041773458602399
a07ac296-de40-3a7c-8df3-91f642cc14d0,0.0017216671615565,0.8531072752864014,41.66251103405306,70.0,4.71588518657833,65809.0,15888.318394668122,0.0,0.0743268411428933,8378.0,8306.0,0.0175471425297152,0.94513663347801,0.94513663347801,286950266.9725125,170.6452091387871,0.0925835061997113,0.6332190696524658,4646.0,0.0406678432669733,9198.0,62.14636876159536,33425.0,110.46742861632104,14489.0,0.0585640984175974,0.921833036128286,111365.0,111365.0,0.0356158361498822
a8c06b47-cc41-3738-9110-12df0ee4c721,0.0061300050024805,0.2239915709506843,-131.20661285063343,25.0,12.485058502408307,3890.0,1908.812505337998,0.0,0.0953254854979936,692.0,665.0,0.0655317998539695,0.4485195404273184,0.4485195404273186,1924370.069577002,82.17669751886535,0.1098253244699238,0.2435651316345064,410.0,0.0832617647613048,755.0,21.234866829763,2925.0,99.23499070085543,1238.0,0.058061586987597,0.4142507207102483,8928.0,3746.0,0.0264494603376487
ab216663-dcc2-3a24-b1ee-2c3e550e06c9,0.0204279855161363,3.1533986336359607,-135.90007593207602,41.0,12.558844367602294,5985.0,499.42677007351233,1.0,-0.1894235484296225,508.0,731.0,-0.1098362867113239,0.999287961339928,0.999287961339928,1350012.6669150826,-60.74894126089983,-0.308997989909506,1.0807770677156905,104.0,-0.0265150253375456,119.0,-85.16255332903576,360.0,4.170838671056873,147.0,0.0049421344885302,0.9977002680316428,12475.0,6673.0,0.0290811493882309
adb2fde9-8589-3f5b-a410-5fe14386c7af,0.001199072433548,0.6675660190909497,3.860520920228385,71.0,5.057921556156724,72520.0,24400.476564567096,0.0,0.0939766661022576,12493.0,12154.0,0.1164436801850422,0.907595346312906,0.9075953463129052,595837332.6880633,25.165827339033807,0.3008784454789125,0.4018766676231996,6802.0,0.0416005831188223,12907.0,-78.81232505629804,52741.0,166.23529951647205,22547.0,0.0646508225731273,0.9025687753863716,149527.0,149527.0,0.0417872811885906
ba5f3328-9f3f-3ff5-a683-84437d16d554,0.0002109672865429,0.8099692092622227,83.6479233185822,75.0,4.284756789235426,58258.0,21201.87370998191,0.0,0.1151154265217885,12262.0,11808.0,0.0791153524264469,0.982075898959965,0.9820758989599652,548205342.2951617,-46.61247798886788,0.1497271239478065,0.4627595623291931,6227.0,0.0549476247325436,12476.0,-70.47229718012127,45759.0,73.21902457966621,19771.0,0.04636271660385,0.9777027311608252,149527.0,149527.0,0.0438943862340701
c02607e8-7399-3dde-9d28-8a8da5e5d251,0.030087492910668,1.6006476193332313,-125.0123032050834,28.0,4.566306384538686,4785.0,740.9557642257373,1.0,-0.2039254686891796,645.0,741.0,-0.2183559151794484,0.9952070497217372,0.9952070497217376,1517858.930663573,-144.5078972072602,-0.1494806418164621,0.5241968952078653,105.0,-0.1468500338994342,301.0,5.366312906288381,2396.0,9.23473682729711,630.0,-0.1347903392085517,0.9934516224451077,8784.0,8784.0,-0.0694930605048678
c69a50cf-ee03-3bd7-831e-407d36c7ee91,0.0014103671930649,0.8694921046368589,17.85899877154674,75.0,4.192947997119715,70875.0,20881.31685613813,0.0,0.1474416871274569,12771.0,12250.0,0.0330820517239031,0.95611295924566,0.9561129592456592,561447633.5787802,64.04956728952881,0.3209766118617085,0.4512858239163502,6757.0,0.009405459433212,12366.0,-31.35845456151768,49311.0,114.5626855024173,21018.0,0.0544063808199343,0.9469451989389016,149527.0,149527.0,0.0779382464203731
da10a69f-d836-3baa-ad40-3e548ecf1fbd,0.0004626898866898,0.2921727210772626,-122.74652943867892,69.0,8.600745164160385,44653.0,21336.01031548628,0.0,0.1501180217643943,7334.0,7962.0,0.1182546405076686,0.9252222603657304,0.9252222603657309,300536502.8164558,166.56099032003897,0.1874016483756683,0.241824399699966,4889.0,0.0648006181315124,9522.0,-153.8639841014047,35856.0,127.09494706716896,15139.0,0.0546016657147248,0.9221208761913972,108000.0,108000.0,0.0559714484751213
e0747cad-8dc8-38a9-a9ab-855b61f5551d,0.0204118067630907,0.9492410596130552,-91.02219047739769,32.0,3.909720789935044,4174.0,1135.3820044014128,1.0,-0.0111947502298849,721.0,744.0,-0.1186637282058813,0.9878110978671912,0.9878110978671936,1865434.614708028,-129.53099846494132,0.069672320806321,0.510614587638141,79.0,-0.0914284901309506,230.0,81.62546986410254,1457.0,14.66539449054106,465.0,-0.1288678562178448,0.9848574455139296,8784.0,4174.0,-0.0774439801242914
f0932edd-6400-3e63-9559-0a9860a1baa9,0.0261370644339176,1.2880958602558388,-29.98040827943371,73.0,6.093596150705894,60738.0,16533.468733219408,0.0,-0.0926205450434997,10595.0,10846.0,0.0620397941617294,0.9013642109286276,0.9013642109286274,299355724.0041828,60.06106136105949,-0.0224136193026726,1.0243580502296237,5728.0,0.0729434837698795,11135.0,164.1862230369016,41251.0,161.24645414520737,17493.0,0.0022902610854179,0.7789284917261007,131795.0,131795.0,-0.0207577333828919
ffb82d38-5f00-37db-abc0-5d2e4e4cb6aa,3.392507899677594e-05,0.3625806047210161,-1.076777419010433,73.0,6.667675163429957,60903.0,24259.578957699647,0.0,0.1838893364584211,10689.0,11257.0,0.1233303600015241,0.9718614717960132,0.971861471796013,459064078.91830087,37.66589334148328,0.202095128094483,0.197507660292726,4379.0,0.1288068275163703,8854.0,-121.00150348220382,36142.0,86.12439101810884,14340.0,0.0797392094416292,0.9701193712813144,131795.0,131795.0,0.09360504406741
