id,"y__fft_coefficient__attr_""imag""__coeff_89",y__sum_of_reoccurring_data_points,y__index_mass_quantile__q_0.8,"y__fft_coefficient__attr_""angle""__coeff_49","y__fft_coefficient__attr_""real""__coeff_70","y__fft_coefficient__attr_""real""__coeff_58","y__fft_coefficient__attr_""imag""__coeff_80",y__number_peaks__n_3,y__spkt_welch_density__coeff_2,"y__linear_trend__attr_""rvalue""","y__fft_coefficient__attr_""imag""__coeff_83","y__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)","y__fft_coefficient__attr_""imag""__coeff_69","y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.4","y__fft_coefficient__attr_""imag""__coeff_73","y__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""","y__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)","y__fft_coefficient__attr_""imag""__coeff_32","y__fft_coefficient__attr_""abs""__coeff_59","y__linear_trend__attr_""slope""","y__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0",y__partial_autocorrelation__lag_5,"y__cwt_coefficients__coeff_11__w_5__widths_(2, 5, 10, 20)","y__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2","y__fft_coefficient__attr_""abs""__coeff_34",y__has_duplicate,y__has_duplicate_max,"y__fft_coefficient__attr_""abs""__coeff_98",y__sum_values,y__energy_ratio_by_chunks__num_segments_10__segment_focus_1
21,498466.2903571265,109422088.0,0.7948999177406088,-98.7209967948573,167916.3520312226,-221571.8892757804,33403.019981538695,2082.0,7467674.54971892,-0.0224016000529773,29343.6265118861,9502.66050382545,112691.90603237072,-12.431037059175134,21371.02698519165,118.07253264171358,2602.9284411154604,160661.30271038046,145612.71563733008,-0.0092755086951879,16945.04006514768,0.169581608863794,3409.386630665951,0.2466473109359878,283075.4610385356,1.0,0.0,56260.66417099066,124307945.5,0.0863987409079386
22,157865.3981536411,97504046.0,0.7894707979160954,-0.6800001211659564,126885.4721528746,-18009.21997447686,118154.95411365604,2238.0,6474924.433829898,-0.0683690130615072,172770.58872307796,6574.552689886056,115274.87610775462,-3.672265637116536,218686.57019322805,69.1043118913856,2729.870453745957,587643.827104077,244993.41278676607,-0.0253558037188596,12612.651685917508,0.1435753757864075,1970.9855056579663,0.2586995702204353,630250.404246748,1.0,0.0,58257.85937911944,111841564.0,0.1070297261385911
23,-332335.4038169112,91098148.0,0.8629010145324925,140.53856078064385,-23522.85289660965,-30501.94207891101,-105015.22737348425,2455.0,6566129.77330792,0.2597401595595999,-18155.45263218673,8708.398206729122,-215716.7995805668,-0.8676601423487544,-19622.57401877334,53.5261903657314,1985.560089987482,-535019.1133981168,334630.6646419076,0.1029756776561964,11311.69293883365,0.1392240629191578,2690.005274459584,-0.1816607798323983,550404.4139057708,1.0,0.0,162536.7135645472,109902194.5,0.0954925881742539
25,316929.3753391664,110554612.0,0.7911708253358926,105.85146087139154,-11262.991176653206,79076.6382886727,-20294.328094956138,2069.0,5853824.006787883,0.0188089508133978,60808.69006451586,11327.675907165343,-39241.44636083726,-8.110267314702309,-46436.08090377634,56.67149064180823,4331.1604734582415,-56852.29699418022,182392.46333699548,0.0070470703244556,10184.361251461592,0.065549473483594,3484.7719515533595,-0.0375407674692942,180371.3342891884,1.0,0.0,82347.30650143589,120617909.0,0.1003474418814145
26,-535412.8530717978,99438311.0,0.8128873046339458,177.65023506528024,-22637.429213962256,118309.4815518489,359207.11154755275,2158.0,6403839.736197229,0.1199069015697888,200858.0090083888,3193.961620101066,412712.2443626197,-7.246062407132244,344633.3425210464,52.17718600484767,146.28025671083748,732510.9192473837,352950.5459078877,0.0456331603327135,12880.55606573547,0.0747503715734609,1155.6846182178097,0.1682213930348258,512812.0954324316,1.0,0.0,183007.0576294661,110718157.5,0.0916052819185425
27,-38.790302726120046,52677.96213674556,0.7622155196051549,26.438806350494666,-109.0083361926323,-79.1559659397956,208.12178103917853,1294.0,2.4214507736545547,-0.2121220973860642,-30.38556035996345,1.9800766541133616,106.39729527905068,0.0001894402686066,-107.70696088797992,0.0003182450688422,0.2649877583445495,-189.2671190567914,277.2716688053153,-4.3833041765305256e-05,0.008871781162146,0.086117958809271,0.7666344418991368,0.0004664914836708,408.0583117275105,1.0,0.0,50.27060720719161,53683.98436117186,0.1325039445762881
28,85.19374297835034,42429.55303943159,0.8045516863175213,177.56871508555412,-0.8307275013644926,-31.45935695531663,-103.9704176128174,1086.0,2.0086916846158203,0.1583604725286763,-97.11817743062478,3.80691005676144,41.15594089664656,-0.0001502909108511,-28.528606138162505,0.0002010341436574,1.0585197606601116,215.14040285874245,133.83035006015956,2.841735525755263e-05,0.0101584129073071,0.0230333476385179,1.2931367273557195,0.0001353637982544,301.02426133844443,1.0,0.0,25.3892680665413,49049.60159528264,0.0835323432113221
29,42.19289807303912,29353.401518955863,0.5329311763092953,-103.09599326395454,46.77044247184399,-169.88219240828892,-60.19321861285336,485.0,6.317247853112186,-0.6169629289342681,-145.68487380710803,3.6907242358222265,-227.4914324283957,-9.993209386017548e-06,-49.11384819381698,0.0010923100506137,1.7640192262243632,-504.9906787452795,251.8458504364136,-0.0001735786076414,0.0,0.0345667768133165,1.1143911431389455,-0.0001508171547658,573.2052710965908,1.0,0.0,351.69728201541983,29644.88939815017,0.1517010549913904
30,168.02245859777787,50594.1409168246,0.7771318892240198,-87.2993276405105,195.8411890574061,159.75973236938975,2.230008525437526,1258.0,11.06199835669107,-0.1219449277604986,-397.4946550219104,6.481757493400974,-238.5990659247884,-0.0005071012934687,-443.3232043167109,0.000500885957322,2.028602262662159,-4.751159538471442,318.22816436159263,-2.706159594838555e-05,0.0092714742257709,0.1029140214580684,1.715015446311119,-4.276806908698088e-05,1727.335031066813,1.0,0.0,294.789939619689,51055.66309583207,0.0974220022558211
31,7.856042064290698,49366.44806981098,0.8133260213874417,129.27461981996183,8.719469247402841,-174.1745823080053,-82.21891431954711,1116.0,4.503575142358023,0.1585670574091499,97.82083804386816,2.046147327566988,123.65469862810494,-0.0010249681984191,146.31874097413868,0.0004975138787055,0.8949375418519698,-199.6530624506977,185.80311254646057,3.16645255731002e-05,0.0082548166643908,0.0918242470948302,0.6275182215913776,0.00032453728132,296.70717629490537,1.0,0.0,121.04716975849472,50137.4877902269,0.0907203110546955
32,-294.9054707317618,45016.87936861328,0.8425555250891144,75.02692792667179,-0.2176578884620212,-107.57004763990572,89.53878491895033,1047.0,7.649927277330714,0.3067202001857506,-143.67853380671195,3.287033049542167,160.71649089765612,0.0001979974908563,305.3499385810807,0.000344883474315,0.7331636895002235,-567.7396649628994,153.96707058683083,6.999582208451321e-05,0.0079727601592877,0.0738509133604476,1.024060223499297,0.0003104131186129,695.9251174915742,1.0,0.0,119.31904863794033,52160.00050893438,0.0526323567709002
33,390.4539563016114,573385.64,0.7963805867836578,7.448721511006939,425.47451496724346,-488.25152858538513,-632.1481970454939,2686.0,52.54431348780735,0.0212629410442245,-150.9550242959398,46.32618003630127,157.30048105589222,0.0032237339380196,537.1001629201132,0.0041544366857146,13.244431962308022,-1159.4066274283466,709.6728991538962,1.24696933811759e-05,0.2861861525922991,0.2090963161603754,15.492556291095834,-0.0033958969882147,1712.1781618443997,1.0,0.0,852.5159871982373,581541.265,0.0927500550351137
34,96.86706683516567,581709.91,0.8105840416780916,-132.51153206589095,235.77444252074585,847.4110208246193,31.905309251167,2657.0,44.71545891118448,0.1355497857915892,-128.10785899614888,36.847243007128206,916.9277156917752,0.0054730209442669,578.3030532940888,0.0039700839041715,9.410284391731512,-1075.7242408570469,416.89893533367416,7.938628017974825e-05,0.3330528005056882,0.2477789540061233,10.073213953692845,0.0018593278917567,1265.9991308914975,1.0,0.0,370.9188735958232,602320.305,0.1008431192769856
35,-417.0949985434109,607423.5616666666,0.8096517685769126,168.7907212077056,288.2966299205429,-106.4308134354056,-541.2735324016537,2615.0,22.8310354225682,0.2645394450611893,-245.58073789306377,41.66101071409568,102.79006096864023,0.0030712966908109,-35.821535923331794,0.004361397252577,11.606225232835566,-754.4458952617546,789.9369668372104,0.0001413602290031,0.4130946298863124,0.2026494648002598,11.059892440987117,-0.0028361718197987,849.6601575234058,1.0,0.0,7.560750777258376,621350.255,0.1056661874861469
36,-1420.6238338072244,678375.74,0.800721272061636,62.5307081331348,-711.4832507725192,-1000.747637745868,426.7776761397741,2515.0,65.00043915063738,-0.0380132566273987,-204.6705563796948,50.652221796436336,-49.30025293949303,0.0059577562764813,-416.45547181555617,0.0048005307336345,14.992490885593291,2891.736494000469,611.3518932521362,-3.0528800480879935e-05,0.6538936326180839,0.1259852544766883,14.494676250028515,-0.0013113934894346,1436.2066336840592,1.0,0.0,337.7456832423737,694220.61,0.0976562888638487
37,445.3598695533078,628390.2,0.8106235565819861,103.76217396836876,112.35682217212036,-348.43758146001164,1317.9671005958114,2603.0,39.93302958173182,0.1819183808658314,530.1209816996575,35.130412932012376,295.19201380883794,-0.0092355662844498,-165.2686551869481,0.0035798116583731,8.84245202971177,-201.53927015678792,710.246164659683,0.0001181649454752,0.5616940268643025,0.1773625559493321,11.21619823609752,-0.0045563436346529,1375.05130105256,1.0,0.0,706.3920736208795,637516.5499999999,0.1060839782113077
38,1389.8042098777344,587513.8999999999,0.7933476041495142,31.78482152165507,-312.2673340020329,-1036.437635351714,66.13699323931442,2551.0,45.47479824161076,-0.2919621329412352,94.35314116282596,81.2570889377396,26.85922917537084,-0.0003931159420289,32.775082222114065,0.0184325582830402,43.561964500787546,-926.5120944184036,94.44399293768446,-0.0002196754842142,0.5396817078077493,0.2583282691064251,26.04889698463532,-0.0070117384415958,1081.8238809411791,1.0,0.0,415.7577477242845,597266.9400000001,0.1211369922877935
45,100.93137646133484,75480.2973971356,0.7788509575353871,119.8014570695319,-66.9201892908213,26.402730300609807,-113.05352060382606,2179.0,2.2244129327965485,-0.1506191131222513,66.18729455216632,2.9938664398722645,-5.926421112632539,0.0011698521551736,-98.98081921252124,0.0003124971447831,0.2368168470566543,395.76798823489776,295.7502464255948,-3.2488528737656825e-05,0.0223509671811777,0.2069357057984074,1.2974150566012834,-9.866219004995784e-05,529.2088988173932,1.0,0.0,74.37443621884067,76603.95071887899,0.1201052506199735
46,86.96768370916193,72758.3213593946,0.8019791501296503,-136.23620469155722,-87.09081455855855,-73.70584513757296,-10.765175067421994,1961.0,1.6618276913547796,0.1707440640264244,-66.69055548391356,4.380498191372348,-132.3542381590206,3.032534439144638e-05,-66.51067986219194,5.421801782329443e-05,1.0840894905623464,202.2254355996461,158.45626381328952,3.246650195399102e-05,0.024601746368832,0.322658370236533,1.3274714433392572,0.00050919682511,410.4676539171946,1.0,0.0,159.7245398399945,84478.90879559402,0.0930674284853958
47,168.9674422338352,51101.52970701301,0.6838822074856693,5.529243717774907,-131.1084533295353,39.15022965918382,18.13288026773178,2079.0,1.6740979152597135,-0.5571433243636771,-25.359117865584995,5.393826285021433,75.18151534719243,-0.0004286071587698,2.853442436724899,3.626704611793747e-05,1.687497778447779,443.92970049784986,127.64150428313836,-0.0001273506048753,0.0166559634057499,0.2421541229322353,1.5061477646718215,0.0005033287845988,690.5255798850399,1.0,0.0,112.50036261626688,51560.01382934904,0.1296610224080777
48,-70.6372405503302,64691.51739597149,0.7857965451055662,-70.50131241494347,31.56416999660121,-119.92980070599025,81.97919876258233,2214.0,1.218577584112507,-0.1607792639178217,-18.880447459135496,4.987888139728413,-139.54789739831676,0.0029868714115363,-70.83874762622465,8.517601178782604e-06,1.389298550384087,20.436935595213058,72.99089765063023,-2.454101090472979e-05,0.0205842518365519,0.279000571118931,1.5083131643117518,0.0007606605900153,211.73672964375595,1.0,1.0,18.39584564092416,64864.0921224338,0.1242739190135666
49,171.1025554124689,64616.97993576357,0.8143131340828078,64.50551456268948,41.68463848281198,174.95412214308132,61.698649928938025,2269.0,2.4164800578295305,0.1170222643793016,109.79648331277716,4.56030495842178,91.68530553664188,0.002807104812596,133.7086860635417,0.0001049035703965,1.812162454489828,394.8340115252202,281.2858362239578,1.850755921143038e-05,0.027862743227424,0.2463171369526881,1.3800768175127651,0.0012794379957088,817.4304517796179,1.0,1.0,272.2445910881544,65266.898608086776,0.1026153335028422
50,-97.4784283200148,56314.36610466476,0.8116808335618316,-105.0802344160509,-308.54862813633406,0.8009974962769633,-177.90461530168594,2015.0,2.0015322576154766,-0.0838883131353139,-129.9745776589706,4.5536750105254,7.481620238095289,0.0014276653109285,216.9862950941545,3.4784487797071864e-05,1.4475110420216992,-112.46154808933072,124.71488886332835,-1.4801337959447084e-05,0.0252807161444571,0.2240692821168288,1.1644003774872205,0.0009072622672421,99.1104789726751,1.0,0.0,43.93792327161225,63428.25574195289,0.1063999997254615
53,70.3501057372651,18577.63239934353,0.5976384593758786,49.61359696565228,-11.285110217184972,61.77560932382645,43.499087262787405,2002.0,0.3029102120737929,-0.524737015420023,22.18302192597856,2.058021515611405,52.28577117134115,6.727973318887226e-05,-15.70180689122397,4.070535615925117e-05,0.7536750398192692,323.48498371371045,47.70284858844152,-6.408113820150793e-05,0.0065207564278541,0.1876287923318315,0.5596079998388767,0.0001347147538113,470.16857908565567,1.0,0.0,93.56187036336804,18700.4812774068,0.1330838442628745
54,-17.682644707375317,26461.13095116817,0.7920482588428845,-68.81370895197118,-11.207489636621784,-80.32794372917695,-54.89360281494039,2023.0,0.2320415062397975,-0.0884772533279603,-11.366481511832086,1.8217275905060712,-5.367838090422225,0.0013295632360755,-4.740690012893538,8.557210021474839e-06,0.4375600146171538,-125.52309631655702,61.81066980855031,-6.5897421135549865e-06,0.0038600705495408,0.1915218269056777,0.5299968906496584,0.0002217709031599,183.44087194465052,1.0,0.0,56.94575783929606,26587.35652113168,0.1308042828189751
57,143.13957919725334,52005.555268643766,0.7742880840475532,-29.50693005788869,-67.59030558310397,26.85301212349773,26.95090348659398,1974.0,1.4021355524393269,-0.1205377918651177,86.31854153981907,1.4673766141635862,105.49116130732592,-0.000481232368391,-59.894380280191406,0.0003051537987558,-0.0615205991785885,304.7546966938895,186.5312973193073,-2.430384579379655e-05,0.0096969488410222,0.1752941635935922,0.5170196518742288,0.0002894635382696,401.4314042236979,1.0,0.0,47.39026672532218,53536.98662292789,0.1263097755698186
58,47.16621645431163,43599.21375948081,0.8148442466624285,37.99723415844961,16.381566652784013,139.74259594766406,36.59548922707093,1844.0,1.1491312278979706,0.3353117578057036,62.71479437606924,2.547342746833408,135.6101244453739,-8.027290475673091e-05,92.77814941454344,5.2598012130071335e-05,0.6222936050882251,232.442197377019,251.796460051712,5.945139169044469e-05,0.0108193986733617,0.3459107342743776,0.7208508063688774,-0.0002820008684087,251.72119797269823,1.0,0.0,150.0520652381283,51333.70136755383,0.0759692425268648
59,14.808540835481466,22485.156547277573,0.5520428289659058,96.99220130659803,47.41228563689702,122.39441071931796,30.8351424921588,1973.0,1.130608977337349,-0.5959619911940526,-4.406192036713327,3.08626784758293,68.62770285603753,0.0002617746326959,62.434286232956254,1.9183022566793848e-05,0.9194729756918436,275.8522984710974,119.72071444488766,-0.0001119659077843,0.0021534175744394,0.1658702885264658,0.8700196383612349,-3.9994440677681714e-05,504.186304914985,1.0,0.0,133.22150661769868,22571.035533181748,0.1293216080506158
60,-63.3812773828149,36695.96197503838,0.7742253907321086,-50.059665503901904,-8.575269133593409,-23.63127922680381,33.71731004057516,2035.0,0.6320811882564986,-0.1931766186192865,-12.012769902803852,3.422444555399988,-47.11220904840207,-0.0006041922768024,-33.19007960693085,7.577597131944135e-06,0.8676989350260484,-38.53666935726237,150.00012791068116,-2.700455057908228e-05,0.006977052027553,0.1712265393087536,0.9173711177947722,1.759913359815429e-05,311.04692452643854,1.0,0.0,74.51393765607507,36793.00611496002,0.1447015328839305
61,134.45916826353923,36938.19689332922,0.8165615574444749,127.60358297198982,87.52855498112947,85.43898769792182,19.203690628973504,1917.0,0.8019253387427258,0.0365305005290569,98.10661152158043,1.6273462046767118,-8.912876089533555,0.0004685613676288,-105.46353575484218,3.654886505550749e-05,0.5230827659797753,247.644454751696,141.15220314120987,4.9347070475294805e-06,0.0094967557036712,0.172762615521587,0.3081619438875928,0.0008352422353034,509.40252014843134,1.0,0.0,61.6402436245682,37425.29229640984,0.113607185392207
62,52.9449808950345,28095.055931215946,0.8190841787770771,-41.96580828086866,-73.85734909340368,20.012178477727307,47.1350139234932,1846.0,0.8332850415969291,0.0047618389294658,14.047398448344875,1.698248621395262,104.54159078706904,-0.0004505083638969,-44.3956190470764,1.431792777677183e-05,0.4892459740252709,-113.17972056989802,94.93326674941892,5.819604694869696e-07,0.0103411365473887,0.1673710995943228,0.5074739754842614,-0.0001494111447978,77.14313339143001,1.0,0.0,47.268334778056754,29630.98959592924,0.0996537954602535
65,-300758.7551777934,89780814.0,0.8631752125034274,139.89314866995528,-28882.29479812445,-19841.746263022484,-91262.42315013372,2460.0,6517075.078474032,0.2591469696337454,-3798.56327216974,8710.729801630101,-211795.9084207236,-1.0321380746912665,-6685.637811471235,52.15656970197453,2028.7604733969367,-509674.3472382245,312643.9340501049,0.1027461064602896,11092.82948286314,0.129671832638807,2572.201273907516,-0.1606834059625095,561198.3331799903,1.0,0.0,165524.73794490562,108641621.0,0.0954478224575988
66,105858.09181450686,116442508.0,0.7984618741136686,138.15380685019068,-87571.6431201166,31703.445170044164,-237705.1994384476,2160.0,8779679.127233991,-0.0028605955007611,-105361.56892812236,11153.203117345864,-81478.82646265821,-4.191188379390626,-64307.082250244464,94.74976997034,2750.6014322196543,-29337.80422959837,322316.06741178426,-0.0013478535363782,11335.937404942368,0.1208219511402999,2429.1556658085933,0.0453328757721345,519740.7181705504,1.0,0.0,143102.86785442915,132200637.5,0.0926056361144147
67,324191.0294043854,109439871.0,0.7949931224209078,-69.78892504231041,43034.647240566206,-31138.98417700475,67152.16380850444,2101.0,5624159.577691866,0.0342656599552812,45421.59022948324,5158.882377491254,278607.9775433218,-10.360383678440924,344697.8259084105,55.12895725624153,1914.927016693969,114291.472496491,515234.8266796539,0.0129304091601189,9684.310344681957,0.0663484657624475,1298.6594614975852,0.4297135706340378,255362.50734817627,1.0,0.0,112184.63287410096,119095110.0,0.1093349462868036
68,159556.91327260793,98539123.0,0.812661427707864,-15.927582214915454,-234240.2530092023,-164001.03188735945,200936.6130253342,2198.0,6367813.598078292,0.1127960532218372,268532.0770475605,4054.717769197976,181227.05557938063,-8.485863874345549,238740.9060554778,70.19898574578212,400.2430776581063,522659.6064712979,296693.0525168475,0.0429777033614177,12277.65983002464,0.0889615023903758,1409.7784889431505,0.01472080047955,292030.90140327666,1.0,0.0,216198.54494992824,109497011.5,0.0924665840425022
69,413.92285492277983,614298.71,0.8061968741431313,-26.284219468414364,755.4673022047634,70.549050045527,-27.02239215129559,2655.0,47.98625476488081,0.0837695912783153,160.49759535322784,44.07008281455952,-130.23246102978237,0.0013337171368259,807.5435900310879,0.0049840455765328,13.495207183702032,204.76067754980212,1303.388448825666,4.780147992163586e-05,0.3585200298076619,0.2608463044970198,15.35912987042256,-0.0027145051569014,1648.3193593485205,1.0,0.0,341.49977788849174,623247.805,0.1026522916448167
70,-122.68100192385444,613501.21,0.7984096517685769,92.01691478297944,325.5495832605343,709.0711816254948,-2.036306800100704,2637.0,57.68537434923368,0.1208877497535708,634.6842516762404,37.25387899695507,-172.78095526336665,0.005516859131842,791.4708461056719,0.0041866393731137,9.567558511313685,-289.6404454101639,342.36864093866365,7.41253665653588e-05,0.4125740935395269,0.2822512658273705,12.216674453729269,-0.0062685634465519,2907.738089011824,1.0,0.0,209.699798954118,636471.0249999999,0.0975241087332951
71,-880.5621537164125,633409.125,0.8074581848094324,179.00830398202302,-45.14937423728851,-789.6324600638732,41.94182916999924,2570.0,37.4043256320983,0.2437164757092669,-72.12260792079637,46.39450748803921,393.0100666219645,0.0156835806926059,669.1486289019987,0.003430693074734,12.50849025483643,561.8881903362818,962.9761662478628,0.0001399477583797,0.3911514443500467,0.1595703190378534,14.672806411675838,0.0071130952380952,1113.5049812747727,1.0,0.0,529.0833237145241,651024.275,0.0895284371851054
72,440.1183135301135,719524.325,0.799616122840691,41.02464076641423,30.26348141452553,730.1814772805158,-1748.6312394506756,2454.0,80.47509534013476,-0.0337634427358577,-1323.9041886906948,54.27220907141471,127.42694268298116,-0.0121096573208722,-312.5689333976477,0.0062618222601768,14.502527404115805,1512.224804980831,992.4207784308422,-2.9429452266314337e-05,0.7295449721496106,0.1764750700462071,16.40658997610099,-0.0012043272675168,1407.2032423919256,1.0,0.0,624.2165997861791,737233.965,0.0900765172915112
