id,y__fourier_entropy__bins_100,y__cid_ce__normalize_True,y__autocorrelation__lag_3,y__autocorrelation__lag_1,y__partial_autocorrelation__lag_1,y__partial_autocorrelation__lag_3,y__ar_coefficient__coeff_3__k_10,y__autocorrelation__lag_2,y__number_peaks__n_10,y__large_standard_deviation__r_0.1,"y__agg_autocorrelation__f_agg_""mean""__maxlag_40","y__agg_autocorrelation__f_agg_""median""__maxlag_40",y__ar_coefficient__coeff_4__k_10,y__autocorrelation__lag_9,y__autocorrelation__lag_5,y__autocorrelation__lag_7,y__large_standard_deviation__r_0.15000000000000002,y__autocorrelation__lag_8,y__autocorrelation__lag_4,"y__fft_coefficient__attr_""abs""__coeff_78","y__fft_coefficient__attr_""abs""__coeff_40","y__fft_coefficient__attr_""abs""__coeff_23",y__autocorrelation__lag_6,y__fourier_entropy__bins_5,y__binned_entropy__max_bins_10,"y__fft_coefficient__attr_""abs""__coeff_38",y__partial_autocorrelation__lag_4,"y__fft_coefficient__attr_""abs""__coeff_64","y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6","y__fft_coefficient__attr_""abs""__coeff_70"
19,0.1360021696648796,10.285845752750092,0.9952046353640006,0.9971302343130976,0.9971302343130972,0.1479878732759403,0.0647976305747138,0.9960677421224848,600.0,1.0,0.9829327894497272,0.9859817846367755,-0.0140334370770785,0.9932611694259146,0.9938604773823352,0.9933291132492592,1.0,0.9932295149723828,0.9943829320111242,109687.8290712116,176535.10514831127,1438316.7000607587,0.9935889141031043,0.0453947781468581,1.86512967393368,3155501.31211597,0.075061203591057,551448.2889412558,75.2057453416149,58120.443110297536
21,0.6918488985911521,21.55726009221581,0.9619014443606004,0.9872737104420848,0.987273710442084,0.0142379400512004,-0.0406641123960266,0.9743256177253804,667.0,1.0,0.934957474072877,0.9331066793758538,-0.1116631914326923,0.9334585194642556,0.9446280262636462,0.935982488084226,1.0,0.9340315055871364,0.9510493464497416,219196.7941103136,420845.2831580247,2713412.1249065967,0.9398792291898844,0.0453947781468581,1.8121747169353333,2703874.746932159,0.0554881866845078,216323.2042288002,172.14227035100822,201137.19601081265
22,0.6031902073599473,20.57357559187572,0.969905698621376,0.988391599850346,0.9883915998503456,0.0532077390899456,0.0500193331807084,0.9785467487838664,678.0,1.0,0.9436017333554932,0.9453605862754726,-0.143272075481023,0.9458163656170196,0.9555302350441646,0.9489751226999716,1.0,0.9466510842388388,0.9610474183093072,146513.9348862763,563439.9985337192,1231963.042440099,0.9517350818044544,0.0453947781468581,1.9207362678194853,2084030.0950409188,-0.0053055401962032,245631.76244281017,125.57633769708303,174879.86179336443
23,0.3184493542710889,14.325084246608451,0.9910052468516316,0.9944144998575472,0.9944144998575472,0.2357723887889463,0.077315931774951,0.991912655717727,672.0,1.0,0.9782964994374522,0.9796424577314684,0.0978892472308569,0.9870429523319616,0.9903769317377064,0.9887844439711956,1.0,0.987912672033323,0.9906841185010292,105557.18029585366,292269.5079695226,1651245.0203157344,0.9892122174311366,0.0453947781468581,1.7604041715394718,2737651.591282476,0.1903204608436683,217429.39986601024,134.9558823529412,142480.63608126136
25,0.5453770907925932,17.49872102303382,0.9801603418938004,0.991635450993476,0.9916354509934758,0.0518910314397385,0.0261750448836047,0.9856114385053524,624.0,1.0,0.95175217722947,0.9496983801179152,-0.029447467207588,0.953398026553776,0.970712437757565,0.9603912674426446,1.0,0.9565015659885212,0.974947117545143,95433.07658240807,446935.214753605,1916753.026649764,0.9655679514699954,0.0453947781468581,2.0542607897616114,2030388.5626351216,0.0247975597613247,78022.06145385938,133.88482490272372,73972.49749641698
26,0.5654725228847692,17.351042477161357,0.9809640391173444,0.9916816668332904,0.9916816668332904,0.0936174619755223,0.051160310748471,0.9857003612528344,629.0,1.0,0.95312444302217,0.9511801293655052,-0.0195837398239386,0.9580673822790128,0.9732479993163888,0.964046068197687,1.0,0.9603155471126832,0.9766447268911186,313053.38235199725,461021.9569519826,959919.3590311208,0.968761930253576,0.0453947781468581,2.124513841408061,2701567.4585639327,0.0491595730215227,541883.3606220634,149.0944432798798,425617.22131073615
27,1.3599007852583596,28.704276379162515,0.9353973055885332,0.9768696283916444,0.9768696283916436,-0.0096688244325289,-0.0092085108068928,0.9561754037183512,324.0,0.0,0.8766090625744685,0.86759942889576,-0.0940915488576878,0.8785136158764865,0.8994800190880375,0.8846534471618385,0.0,0.8813710935380512,0.915266661076294,159.3065191829648,320.4080333663269,359.96096741077497,0.890075911978918,0.0907289936621287,1.3423625396836305,1623.883079890238,0.003404435786918,108.18931750606666,0.1052030497205349,153.14206862125485
28,1.2387589314745393,26.62607047192855,0.9427931881437276,0.9805739926869876,0.9805739926869876,-0.0405644311814175,-0.027947501017631,0.9623013526149148,286.0,1.0,0.8884716758331479,0.8844292970177573,-0.0133535797284384,0.8844276163032898,0.9060738587356432,0.88860586827079,0.0,0.8859447767098696,0.9238355760931416,35.902346883529624,320.80891985635765,755.3889659812223,0.8940183485968054,0.0907289936621287,1.4598447864841566,1450.5159197827709,0.0024593196934895,174.32819839747324,0.0586170273332305,43.52481844255051
29,1.6248663169483235,29.163570445244883,0.917219243173096,0.9766838013494282,0.9766838013494288,0.0520690867204818,0.0668473439396299,0.9460001676200572,157.0,0.0,0.8517875260289248,0.8431268392557454,-0.0079757928677985,0.844320467740238,0.8644110873311717,0.8429974321654118,0.0,0.843256246346079,0.8896482956473973,487.46857382569647,352.18523754070947,697.45810074297,0.8484695335977507,0.3807944960739173,0.9037826515770366,785.6695999333838,-0.005824876468884,297.52198146117536,0.0767404330716582,230.0733191524473
30,1.132306872866491,30.406100603033767,0.9114132835381584,0.9746068852980276,0.9746068852980272,0.0456774738880229,0.0717377873044929,0.9419819057575812,336.0,1.0,0.8058748820067791,0.8063892378170543,-0.1058389028973187,0.8271053841879759,0.8569059642298625,0.8386969717230701,0.0,0.8327646242603312,0.8813086153564356,371.906738345432,792.5765929062692,963.0128138544604,0.844279909374261,0.0907289936621287,1.3536661066292155,1615.943855800114,-0.0216906970700083,658.597599529526,0.0902698001342825,325.87124866993645
31,1.437084754770413,31.923133882004763,0.9038308892068342,0.972010214961602,0.9720102149616018,0.0001716423146351,0.000520525479924,0.9377735563823376,320.0,0.0,0.8074186896143518,0.7897551218155574,-0.064538273896454,0.8129927957595321,0.8461359033286298,0.8224493387359513,0.0,0.8170880179190564,0.8718232199131876,255.2575350670528,413.9929218384467,512.5303364595676,0.8301809917255558,0.2090692627106809,1.0339032743892336,1212.0972768974264,0.0152043009242467,231.86419819193867,0.0888017793980952,210.3001903035652
32,1.1791662062714503,23.597421820811327,0.9480773294194692,0.9847713118401472,0.9847713118401475,-0.0389975390409615,0.0054465312212307,0.9669791730368144,322.0,0.0,0.8852560554841638,0.8797839925200157,-0.0653065203698532,0.8945144610256484,0.9122617940645844,0.8941621171760655,0.0,0.8932546437048651,0.9289443466820012,428.393819442972,721.2400792959411,1626.0153412735638,0.9002021322590504,0.1360021696648796,1.4071138370289114,1430.7643710859418,-0.0119833745196477,470.4636632736133,0.0864681252161054,121.98691195211516
33,1.901285646868197,70.57714380674349,0.7898648197038319,0.8634365645411763,0.8634365645411762,0.086841644171767,-0.1226740924924344,0.8344673587836353,825.0,0.0,0.7655946395874951,0.7543283212698496,0.2223325181424791,0.7760073566413408,0.8338762747332322,0.7947453640187486,0.0,0.7872928614785315,0.8314299829958411,849.4888130017071,1181.4682147464473,1777.6684513899115,0.8433035380278185,0.1704673537887455,1.113479915990291,4169.0224127197735,0.3871547284224488,1273.0773761051594,0.5868253155919481,505.8593220945119
34,2.051795644531774,72.57330507570933,0.7846810286924413,0.8555824148102422,0.855582414810242,0.0755570425709369,-0.1390259688159204,0.8337626512406061,810.0,0.0,0.7574821638928985,0.743200445698474,0.2211268248246439,0.775155084417841,0.8372089095670628,0.7904169451738852,0.0,0.7814247972724686,0.8316981943071392,135.64734371775108,1087.6536626732336,3919.386341187408,0.8420281931306758,0.1704673537887455,1.0279026973529128,1916.7271380474904,0.3945771154916688,1157.852851967369,0.5372938369698529,242.9430457248677
35,2.188099953917334,84.67729808561043,0.7176344759648784,0.8034316963871672,0.8034316963871668,0.1043483270830933,-0.0686971219054411,0.7717270491000862,768.0,0.0,0.6526568402600995,0.6316773327703677,0.1794088556280584,0.6758063402679835,0.7595419005082448,0.6935986239757457,0.0,0.6846418363872983,0.7569671542951542,792.8286015176366,871.8052159523907,2868.157038392335,0.7538157064572261,0.2801790812253812,0.8566015716649162,3564.6435531121174,0.3115688802276128,1487.6117254843516,0.500615583804143,355.3684663647545
36,1.5371380447704797,65.4361626349229,0.847458274227354,0.8830541194915805,0.8830541194915803,0.1514449441031698,-0.0200420260631259,0.8749357556272963,857.0,0.0,0.8062763349901797,0.7988015562869326,0.2026132544932992,0.8249858622651508,0.8530174684501397,0.8344606761705728,0.0,0.8243694064300706,0.8672370903428155,887.0763531322484,2649.050507303353,5865.222649750334,0.8558750909570155,0.155664698712122,1.211604421266798,2564.7474039368785,0.2992258489115742,1562.5384452484006,0.7002554817944076,779.5748831022486
37,2.061180083367489,70.95226438209289,0.7973362752991596,0.8615179596915868,0.8615179596915863,0.0556678972594277,-0.1305295152662345,0.8491359083712654,825.0,0.0,0.7495236027060018,0.7377953532252544,0.2400750785537228,0.7620070638708707,0.8256703402138214,0.776486994242858,0.0,0.7652775818105445,0.835836187886229,223.9127266653376,574.6848888402857,4379.675451984263,0.8228276846269604,0.2780975762021836,1.123408092872744,1551.5665023116708,0.3567947706010613,841.5164666211954,0.5384715025906734,675.1813439308335
38,2.321511219841541,90.03613772930491,0.7146355144291023,0.7775654078688294,0.7775654078688294,0.1809940293681965,0.0072873752489348,0.7477716864712259,813.0,0.0,0.685261372842303,0.6769374423669697,0.0964080016705723,0.6935278928355394,0.7587239757392971,0.7120597247705224,0.0,0.7003677910309953,0.7348572364596295,617.6092246595033,1016.5019656953964,3633.3949667788015,0.7472838860785079,0.2284647054834789,0.1298264504504787,2770.948851867832,0.2493486738153226,325.52427478704345,0.667107761027359,312.2947660924238
45,0.8753014873713388,49.04512093681281,0.9298381949238947,0.9332079039289564,0.9332079039289568,0.3089394118289966,0.1070641282846181,0.9307148840038152,634.0,0.0,0.9182972990356324,0.9190457463165864,0.070594153834618,0.92582573847744,0.9300666140904044,0.9275847513476873,0.0,0.9248285051103144,0.9275537757976776,168.67882543420453,122.83942122830535,680.8775629886037,0.9276681752929772,0.0453947781468581,0.9321546531169912,1481.1131064640483,0.2118874314555719,226.7411053643356,0.190698695055189,114.13117863288284
46,0.6545049210553376,42.96157172496352,0.9539025923540289,0.9512008077116404,0.9512008077116404,0.3529200687294188,0.1334261666952887,0.9526291472808612,641.0,1.0,0.9429784129813118,0.9453710307502412,0.0632879752522535,0.9485921342773108,0.9595595529298936,0.9501902638560276,0.0,0.9513338478013016,0.9504368073433438,171.45664574688,1025.747151581623,236.8346902900438,0.9519343753821,0.0453947781468581,1.608291219172174,520.0095200284883,0.2070380857154916,202.41044964029493,0.1225262950954007,176.9602809638397
47,0.8783381752604484,34.15606369584651,0.971805046557938,0.9671780476230812,0.9671780476230816,0.3872666727641638,0.206411963047185,0.9705734679121066,739.0,1.0,0.9592813284260036,0.9608043341634238,0.05566380752058,0.9638337553336024,0.9713961330126732,0.9668496750989586,1.0,0.9686060571474524,0.9667025570773244,120.4569953212564,271.4113602853895,841.2760633220768,0.9679245429971968,0.0907289936621287,1.9368884406865403,443.8352014018685,0.1568020771559744,176.8212978244708,0.1786426089715859,175.77381821451644
48,0.8346670014935041,49.67696044941451,0.9327958807780632,0.932372025078461,0.9323720250784608,0.3435128092836653,0.1346488806222433,0.9302539024015976,681.0,1.0,0.9194594174439732,0.9209508165426374,0.0634941294624283,0.9209434022501756,0.937124500103384,0.930700272668457,1.0,0.9271823656300964,0.9277674541763382,129.59476457579825,137.48895587553764,385.9635308115311,0.9273526770058168,0.0453947781468581,1.8986072540818504,1216.981673543337,0.1992284190289431,138.67716255487673,0.1703398700523083,34.12757064961509
49,1.4348822800204972,74.67360962565758,0.8477482737491664,0.8471072939672992,0.8471072939672992,0.3119350164449574,0.1114555035914733,0.8490239165858932,683.0,1.0,0.828070791498428,0.8298550308885015,0.0792390564550735,0.8291866008818203,0.8562692268463364,0.8410417138014672,0.0,0.8419999092542534,0.8430688038666588,243.2434526443739,499.65372192846473,342.28824314650694,0.8479394513941728,0.0907289936621287,1.482555843662796,1186.3130068453224,0.214229456180562,252.46247978085464,0.1517452124445307,104.71712636900352
50,0.8763465717675867,42.80237162174153,0.94555662680353,0.9498162529767742,0.949816252976774,0.2590019277323632,0.0757057591630795,0.9510287549115516,663.0,1.0,0.9308220065489046,0.9335031023361346,0.0983386677182842,0.9376007137347095,0.949020935271086,0.9428674908574444,0.0,0.9426080934523674,0.9471691443269672,145.00940855709788,324.7750509819276,605.7129856010541,0.949026949699159,0.0907289936621287,1.5242190993076357,1437.717970095569,0.234238605969967,492.7284944685529,0.1534245327565921,320.516619281532
53,1.3244777748895842,57.8442676039989,0.9164355017424164,0.9057578541519148,0.9057578541519152,0.3481467753890455,0.1354164868719221,0.9191933583433516,599.0,1.0,0.9048993253676472,0.9055259682148382,0.1109701750451588,0.9141303985679332,0.914726112549686,0.9164088824995842,0.0,0.9129451133672016,0.9150596640540766,89.02807081033191,236.05596945128363,560.0793104982159,0.9147804242324936,0.0907289936621287,1.412792479053414,214.267626638558,0.2411587637577284,81.04372992137232,0.0834864303599368,13.71499011339961
54,0.9666188629306314,71.71504917812479,0.8715631124948483,0.8589782150396195,0.8589782150396196,0.3374947054528485,0.1160473233293428,0.8739868476870111,652.0,1.0,0.861708645156407,0.8627758204013658,0.1189625003694993,0.8695905820162035,0.8704310175024846,0.8698506389055801,0.0,0.8719545802956716,0.8726849022815016,3.9231426810066696,79.9552795391953,44.53349697654168,0.8731611862314127,0.0453947781468581,1.625980240114136,611.0082173723587,0.2569389560842472,125.79095294877592,0.0891853060552613,33.95944028768276
57,0.8403056918069602,44.02667825191189,0.9409385575432154,0.9463982016210208,0.9463982016210208,0.2889880976460743,0.0942318854181998,0.9430874567521544,597.0,0.0,0.9322358009902532,0.9325759456011348,0.0809361123962039,0.9389919494293892,0.9395333486327292,0.9391800639409124,0.0,0.9382597629546034,0.9398832725448968,144.42880148834797,196.49903269411843,589.8018618172594,0.9388942283396382,0.0453947781468581,0.8625427917895153,1708.8650754306277,0.2144959365175535,259.28569444460703,0.1403077907548665,167.77754074442817
58,0.4763794132786413,35.139647059946675,0.9643574659971402,0.9673242684796528,0.9673242684796528,0.3112190995264745,0.0801561377708759,0.964502312083072,579.0,1.0,0.9575607770053328,0.9584155423382976,0.0825078137357938,0.9645931185512658,0.9716184241272414,0.9629416309412612,0.0,0.9631150586747806,0.9654703799388936,94.49702782434446,935.0225305297048,266.94824856956524,0.9654435699653272,0.0453947781468581,1.6364603896236738,730.619974667413,0.2614195831011854,230.96606718712368,0.1142176499163752,40.78656266174927
59,0.4081777289760011,24.971292618160163,0.9817287664692208,0.9824363150660652,0.9824363150660654,0.3183595588499912,0.1351335367362973,0.981909771856941,621.0,1.0,0.9740182596264828,0.9743682634743648,0.1122246193599296,0.9792727560268906,0.9808962070868622,0.9803049000169014,1.0,0.9799256563991052,0.981369690384328,33.392911703902584,305.2304660056815,558.6008923286546,0.9803927870012206,0.0907289936621287,1.9320208745145344,322.36665648293945,0.2270558566964161,102.4673601909546,0.1339561916135605,55.11577054575201
60,0.4319714480487708,35.77855812333392,0.9611872219518892,0.9649248351694102,0.9649248351694106,0.3004761168646246,0.1072843320065992,0.9619229020575246,600.0,1.0,0.9520964497798168,0.9533132309651292,0.0950632077632159,0.958727083457866,0.9600174409306216,0.9595586294573406,1.0,0.9586767079282889,0.960634134695686,39.22918513521039,130.10941391984537,359.04108532479114,0.9595302465116848,0.0453947781468581,1.938646787291422,1171.2696169312362,0.2222131874201725,128.0203851439406,0.1256206488619703,48.35506760998147
61,0.895195109565971,49.42422918756934,0.929532879525058,0.932997435349506,0.9329974353495056,0.300013592620156,0.125480755566518,0.931648763436712,552.0,1.0,0.912513542318724,0.9128431964498848,0.0734902719496606,0.9228152015998596,0.9263751174671554,0.9241397395854803,0.0,0.9225554542132336,0.926068503903068,199.96647835985,297.70022478571326,225.22369586312595,0.924860701865228,0.0453947781468581,1.4413812482352288,955.0454212883412,0.1945666486063102,106.56545390511975,0.1238421311404302,90.77031705510927
62,0.5931675835541855,45.22688290895417,0.9400689789080646,0.943944247847065,0.9439442478470652,0.3040730094529138,0.1151394869725627,0.9411507130292912,629.0,1.0,0.9267149353935016,0.927812534371514,0.1066124260297976,0.9347745799490422,0.9381113692877197,0.9369166278666076,0.0,0.93507773617015,0.9395400185645704,108.66887957784348,203.877923372439,501.85474826954817,0.938170170299027,0.0453947781468581,1.4633486175844923,1078.3762346555402,0.2278752258870325,234.97055447749847,0.1197690289389822,134.32701233967634
65,0.3184493542710889,14.403634530729011,0.9911373646376674,0.9943515805233276,0.9943515805233276,0.2480978844772808,0.0903647359276801,0.9919022920443956,679.0,1.0,0.9784707800984744,0.9797573827938196,0.1124820881723189,0.9871391679487737,0.9905261366718564,0.988918629053042,1.0,0.9879855722588358,0.990921259701788,96811.62658199944,288109.9719973585,1670133.35724409,0.9894144996826728,0.0453947781468581,1.777888787966276,2682445.965460031,0.1985385283421037,239951.3159768436,138.15459202341748,170872.5381545103
66,0.4079999073452127,15.256303542322575,0.9841080373888772,0.9936834615986327,0.9936834615986327,0.0849553050486728,-0.0708662673671293,0.988388466701931,666.0,1.0,0.970174434272912,0.9712221109564776,0.0496177712606071,0.9777115914553282,0.9804516691467186,0.9783929026381216,1.0,0.977945900874093,0.9817808546396032,385026.28895535285,242468.4656846824,2091669.743097608,0.9794503260039144,0.0453947781468581,1.778021422644311,3766831.8402051954,0.1692799399821048,705650.8612365093,137.0921712041176,116895.94902302689
67,0.5453770907925932,17.394662550699238,0.980562657933972,0.9916535895919206,0.9916535895919208,0.0609023192606257,0.0303100869256147,0.9857684318860584,607.0,1.0,0.9525214259585884,0.95093751047307,-0.0256694657281782,0.9555586440345152,0.9716467435546052,0.962158786970176,1.0,0.958532797849332,0.9756323430820976,179948.9840903551,321299.3103376433,1720207.5311136723,0.966980008412158,0.0453947781468581,1.993534603194477,2380489.6405865354,0.0304842145424966,241070.0822248283,133.73057199211044,354153.7048347363
68,0.5790631779349041,17.4124032442477,0.9814579866328268,0.9916607676494305,0.9916607676494305,0.0930022802670389,0.0352127184717709,0.9859958246056292,620.0,1.0,0.9554481042665446,0.9539951394259388,-0.0136539840954481,0.9606058561566088,0.9746899354572937,0.96605403639693,1.0,0.9626016377697496,0.9775537102101186,407834.5828466757,233282.34623136368,1000655.5304550922,0.9705492877215997,0.0453947781468581,2.117781662405251,2854161.8449585303,0.0652089153608335,344414.34311027144,147.80556868474196,330599.071438276
69,1.8143328498625184,75.589945340409,0.7620614109702979,0.8433094453874715,0.8433094453874717,0.0894417801338882,-0.1234481852607247,0.8112893121188467,825.0,0.0,0.7315675671286752,0.7170069528240332,0.1714974635302523,0.7512213550232557,0.8185287223814607,0.7658544569718321,0.0,0.7510149270563737,0.803628280176863,861.7297927309352,1643.2584701458395,1673.6592512134712,0.8187972463646247,0.155664698712122,0.9148356572482936,3648.741004624112,0.3597923565392807,352.0652008796348,0.5121796395325808,870.9794632854847
70,1.796215765295898,70.19740080741384,0.7992839318736816,0.8648831675371974,0.8648831675371973,0.0800302044352521,-0.1266864371999688,0.8446862112887975,831.0,0.0,0.7693951819920468,0.7550785907947353,0.1847391264303181,0.7873384051903132,0.8526728741321208,0.8040711963673781,0.0,0.7919728609032244,0.8409075842730106,893.3684374422652,2246.344852308889,1731.2819904199152,0.8563196590958269,0.1360021696648796,0.9705691132874746,3227.388737763727,0.3846652638991825,1052.710123557173,0.4906515717995999,880.3305850110827
71,1.7467818204850645,74.35980180794473,0.7777907710171496,0.8484097618424853,0.8484097618424852,0.0981507253046101,-0.0709824979881332,0.8234706560957583,800.0,0.0,0.7052534510752222,0.6851880920045899,0.1900134243960488,0.7279297695721618,0.7958226908624836,0.7509266441158834,0.0,0.7370573294080279,0.8028757027893938,958.1558498867116,1630.3055282067187,4799.944076607732,0.7895054167478572,0.2540933576978907,0.9439135865004612,4543.321221616028,0.2949303096983224,1782.8051534671686,0.5551945602541195,185.785980996945
72,1.5551956464296637,67.24155293316143,0.835747884038737,0.8760611430760057,0.8760611430760057,0.1469772658157802,-0.0178218504467736,0.8652128287206875,818.0,0.0,0.7883189237727187,0.7817343050346419,0.1556591757043419,0.8070297055817436,0.8469564554680385,0.8191205218408543,0.0,0.8077610087420427,0.851215888479559,1373.1673737850922,1247.0376352793269,3201.773391460808,0.841635942164146,0.155664698712122,1.1270552825689066,4410.919586846984,0.2700281538852872,796.5740293128478,0.6747434305814195,759.1576215578981
73,1.9806843575176605,66.44404115056116,0.8170985565038901,0.8789863126454122,0.8789863126454124,0.0508742659617659,-0.1207575464867858,0.8639129599019155,806.0,0.0,0.7490943379946248,0.7353223892670452,0.1953408804074148,0.7669936456243999,0.8332162421092137,0.788590092025529,0.0,0.7722877859502443,0.8412132970101114,625.3942436188631,548.9470697458767,2168.057794127989,0.8286038640058885,0.2780975762021836,1.2175896230682248,1171.4419854423934,0.3132527156475571,952.618738608091,0.6383234244946493,1139.2506963198591
